"Start Time","End Time","Duration"
"September 20, 2019 at 09:50PM","September 20, 2019 at 09:52PM",132
"September 21, 2019 at 01:05AM","September 21, 2019 at 01:12AM",426
"September 21, 2019 at 02:40AM","September 21, 2019 at 02:51AM",640
"September 21, 2019 at 04:18AM","September 21, 2019 at 04:26AM",522
"September 21, 2019 at 05:42PM","September 21, 2019 at 05:52PM",603
"September 21, 2019 at 07:19PM","September 21, 2019 at 07:29PM",601
"September 21, 2019 at 08:59PM","September 21, 2019 at 09:04PM",297
"September 22, 2019 at 12:16AM","September 22, 2019 at 12:22AM",319
"September 22, 2019 at 01:52AM","September 22, 2019 at 02:02AM",611
"September 22, 2019 at 03:28AM","September 22, 2019 at 03:38AM",599
"September 22, 2019 at 04:54PM","September 22, 2019 at 05:03PM",533
"September 22, 2019 at 06:30PM","September 22, 2019 at 06:40PM",633
"September 22, 2019 at 08:09PM","September 22, 2019 at 08:16PM",408
"September 22, 2019 at 11:28PM","September 22, 2019 at 11:31PM",169
"September 23, 2019 at 01:03AM","September 23, 2019 at 01:13AM",562
"September 23, 2019 at 02:39AM","September 23, 2019 at 02:50AM",637
"September 23, 2019 at 04:07PM","September 23, 2019 at 04:13PM",401
"September 23, 2019 at 05:41PM","September 23, 2019 at 05:52PM",645
"September 23, 2019 at 07:19PM","September 23, 2019 at 07:27PM",495
"September 24, 2019 at 12:15AM","September 24, 2019 at 12:23AM",494
"September 24, 2019 at 01:51AM","September 24, 2019 at 02:01AM",647
"September 24, 2019 at 03:29AM","September 24, 2019 at 03:36AM",412
"September 24, 2019 at 04:52PM","September 24, 2019 at 05:03PM",634
"September 24, 2019 at 11:26PM","September 24, 2019 at 11:33PM",406
"September 25, 2019 at 01:02AM","September 25, 2019 at 01:12AM",634
"September 25, 2019 at 02:39AM","September 25, 2019 at 02:48AM",539
"September 25, 2019 at 04:04PM","September 25, 2019 at 04:14PM",594
"September 25, 2019 at 05:40PM","September 25, 2019 at 05:50PM",610
"September 25, 2019 at 07:20PM","September 25, 2019 at 07:26PM",321
"September 25, 2019 at 10:38PM","September 25, 2019 at 10:43PM",293
"September 26, 2019 at 12:13AM","September 26, 2019 at 12:23AM",601
"September 26, 2019 at 01:50AM","September 26, 2019 at 02:00AM",607
"September 26, 2019 at 04:51PM","September 26, 2019 at 05:02PM",638
"September 26, 2019 at 06:30PM","September 26, 2019 at 06:37PM",428
"September 26, 2019 at 09:50PM","September 26, 2019 at 09:52PM",123
"September 26, 2019 at 11:25PM","September 26, 2019 at 11:34PM",549
"September 27, 2019 at 01:01AM","September 27, 2019 at 01:12AM",640
"September 27, 2019 at 02:41AM","September 27, 2019 at 02:44AM",188
"September 27, 2019 at 02:28PM","September 27, 2019 at 02:34PM",364
"September 27, 2019 at 04:02PM","September 27, 2019 at 04:13PM",646
"September 27, 2019 at 05:40PM","September 27, 2019 at 05:49PM",511
"September 27, 2019 at 10:36PM","September 27, 2019 at 10:44PM",478
"September 28, 2019 at 12:12AM","September 28, 2019 at 12:23AM",645
"September 28, 2019 at 01:50AM","September 28, 2019 at 01:57AM",443
"September 28, 2019 at 03:14PM","September 28, 2019 at 03:24PM",629
"September 28, 2019 at 06:37PM","September 28, 2019 at 06:40PM",182
"September 28, 2019 at 09:53PM","September 28, 2019 at 09:59PM",406
"September 28, 2019 at 11:28PM","September 28, 2019 at 11:39PM",634
"September 29, 2019 at 01:05AM","September 29, 2019 at 01:14AM",540
"September 29, 2019 at 02:30PM","September 29, 2019 at 02:40PM",596
"September 29, 2019 at 04:07PM","September 29, 2019 at 04:17PM",612
"September 29, 2019 at 05:47PM","September 29, 2019 at 05:52PM",325
"September 29, 2019 at 09:05PM","September 29, 2019 at 09:10PM",295
"September 29, 2019 at 10:40PM","September 29, 2019 at 10:50PM",602
"September 30, 2019 at 12:17AM","September 30, 2019 at 12:27AM",607
"September 30, 2019 at 03:18PM","September 30, 2019 at 03:29PM",640
"September 30, 2019 at 04:57PM","September 30, 2019 at 05:04PM",429
"September 30, 2019 at 08:17PM","September 30, 2019 at 08:19PM",131
"September 30, 2019 at 09:52PM","September 30, 2019 at 10:01PM",551
"September 30, 2019 at 11:28PM","September 30, 2019 at 11:39PM",640
"October 01, 2019 at 01:08AM","October 01, 2019 at 01:11AM",180
"October 01, 2019 at 12:56PM","October 01, 2019 at 01:02PM",372
"October 01, 2019 at 02:29PM","October 01, 2019 at 02:40PM",648
"October 01, 2019 at 04:08PM","October 01, 2019 at 04:16PM",511
"October 01, 2019 at 09:04PM","October 01, 2019 at 09:12PM",481
"October 01, 2019 at 10:39PM","October 01, 2019 at 10:50PM",646
"October 02, 2019 at 12:17AM","October 02, 2019 at 12:25AM",438
"October 02, 2019 at 01:41PM","October 02, 2019 at 01:52PM",633
"October 02, 2019 at 03:19PM","October 02, 2019 at 03:28PM",574
"October 02, 2019 at 05:00PM","October 02, 2019 at 05:03PM",209
"October 02, 2019 at 08:16PM","October 02, 2019 at 08:22PM",391
"October 02, 2019 at 09:51PM","October 02, 2019 at 10:02PM",630
"October 02, 2019 at 11:28PM","October 02, 2019 at 11:37PM",552
"October 03, 2019 at 12:53PM","October 03, 2019 at 01:03PM",589
"October 03, 2019 at 02:30PM","October 03, 2019 at 02:40PM",618
"October 03, 2019 at 04:09PM","October 03, 2019 at 04:15PM",343
"October 03, 2019 at 07:28PM","October 03, 2019 at 07:32PM",275
"October 03, 2019 at 09:03PM","October 03, 2019 at 09:13PM",595
"October 03, 2019 at 10:39PM","October 03, 2019 at 10:49PM",613
"October 04, 2019 at 12:05PM","October 04, 2019 at 12:14PM",503
"October 04, 2019 at 01:41PM","October 04, 2019 at 01:51PM",643
"October 04, 2019 at 03:20PM","October 04, 2019 at 03:27PM",444
"October 04, 2019 at 06:40PM","October 04, 2019 at 06:42PM",88
"October 04, 2019 at 08:14PM","October 04, 2019 at 08:23PM",541
"October 04, 2019 at 09:51PM","October 04, 2019 at 10:01PM",641
"October 04, 2019 at 11:30PM","October 04, 2019 at 11:34PM",243
"October 05, 2019 at 12:52PM","October 05, 2019 at 01:03PM",648
"October 05, 2019 at 02:30PM","October 05, 2019 at 02:39PM",523
"October 05, 2019 at 07:26PM","October 05, 2019 at 07:34PM",468
"October 05, 2019 at 09:02PM","October 05, 2019 at 09:13PM",644
"October 05, 2019 at 10:40PM","October 05, 2019 at 10:48PM",460
"October 06, 2019 at 12:04PM","October 06, 2019 at 12:14PM",629
"October 06, 2019 at 01:41PM","October 06, 2019 at 01:51PM",583
"October 06, 2019 at 03:22PM","October 06, 2019 at 03:26PM",235
"October 06, 2019 at 06:38PM","October 06, 2019 at 06:44PM",375
"October 06, 2019 at 08:14PM","October 06, 2019 at 08:24PM",626
"October 06, 2019 at 09:51PM","October 06, 2019 at 10:00PM",563
"October 07, 2019 at 11:16AM","October 07, 2019 at 11:26AM",579
"October 07, 2019 at 12:52PM","October 07, 2019 at 01:02PM",624
"October 07, 2019 at 02:32PM","October 07, 2019 at 02:38PM",362
"October 07, 2019 at 05:50PM","October 07, 2019 at 05:55PM",254
"October 07, 2019 at 07:25PM","October 07, 2019 at 07:35PM",587
"October 07, 2019 at 09:02PM","October 07, 2019 at 09:12PM",619
"October 08, 2019 at 10:28AM","October 08, 2019 at 10:36AM",486
"October 08, 2019 at 12:03PM","October 08, 2019 at 12:14PM",647
"October 08, 2019 at 01:42PM","October 08, 2019 at 01:50PM",459
"October 08, 2019 at 06:37PM","October 08, 2019 at 06:46PM",530
"October 08, 2019 at 08:13PM","October 08, 2019 at 08:24PM",643
"October 08, 2019 at 09:52PM","October 08, 2019 at 09:57PM",293
"October 09, 2019 at 11:15AM","October 09, 2019 at 11:25AM",648
"October 09, 2019 at 12:53PM","October 09, 2019 at 01:02PM",535
"October 09, 2019 at 05:49PM","October 09, 2019 at 05:56PM",455
"October 09, 2019 at 07:25PM","October 09, 2019 at 07:35PM",642
"October 09, 2019 at 09:02PM","October 09, 2019 at 09:10PM",480
"October 10, 2019 at 10:26AM","October 10, 2019 at 10:37AM",624
"October 10, 2019 at 12:03PM","October 10, 2019 at 12:13PM",592
"October 10, 2019 at 01:44PM","October 10, 2019 at 01:48PM",260
"October 10, 2019 at 05:01PM","October 10, 2019 at 05:07PM",358
"October 10, 2019 at 06:36PM","October 10, 2019 at 06:47PM",621
"October 10, 2019 at 08:13PM","October 10, 2019 at 08:23PM",575
"October 11, 2019 at 09:38AM","October 11, 2019 at 09:48AM",569
"October 11, 2019 at 11:14AM","October 11, 2019 at 11:25AM",630
"October 11, 2019 at 12:54PM","October 11, 2019 at 01:00PM",380
"October 11, 2019 at 04:13PM","October 11, 2019 at 04:17PM",231
"October 11, 2019 at 05:48PM","October 11, 2019 at 05:58PM",580
"October 11, 2019 at 07:24PM","October 11, 2019 at 07:35PM",624
"October 12, 2019 at 08:51AM","October 12, 2019 at 08:59AM",466
"October 12, 2019 at 10:26AM","October 12, 2019 at 10:37AM",649
"October 12, 2019 at 12:04PM","October 12, 2019 at 12:12PM",474
"October 12, 2019 at 05:00PM","October 12, 2019 at 05:08PM",520
"October 12, 2019 at 06:36PM","October 12, 2019 at 06:46PM",644
"October 12, 2019 at 08:14PM","October 12, 2019 at 08:20PM",333
"October 13, 2019 at 08:04AM","October 13, 2019 at 08:09AM",253
"October 13, 2019 at 09:37AM","October 13, 2019 at 09:48AM",647
"October 13, 2019 at 11:15AM","October 13, 2019 at 11:24AM",546
"October 13, 2019 at 12:57PM","October 13, 2019 at 12:59PM",107
"October 13, 2019 at 04:11PM","October 13, 2019 at 04:19PM",441
"October 13, 2019 at 05:47PM","October 13, 2019 at 05:58PM",640
"October 13, 2019 at 07:25PM","October 13, 2019 at 07:33PM",499
"October 14, 2019 at 08:49AM","October 14, 2019 at 08:59AM",618
"October 14, 2019 at 10:26AM","October 14, 2019 at 10:36AM",600
"October 14, 2019 at 12:06PM","October 14, 2019 at 12:11PM",284
"October 14, 2019 at 03:23PM","October 14, 2019 at 03:29PM",341
"October 14, 2019 at 04:59PM","October 14, 2019 at 05:09PM",615
"October 14, 2019 at 06:36PM","October 14, 2019 at 06:45PM",585
"October 15, 2019 at 08:01AM","October 15, 2019 at 08:10AM",557
"October 15, 2019 at 09:37AM","October 15, 2019 at 09:47AM",636
"October 15, 2019 at 11:16AM","October 15, 2019 at 11:23AM",398
"October 15, 2019 at 02:35PM","October 15, 2019 at 02:39PM",208
"October 15, 2019 at 04:10PM","October 15, 2019 at 04:20PM",572
"October 15, 2019 at 05:47PM","October 15, 2019 at 05:57PM",630
"October 16, 2019 at 07:14AM","October 16, 2019 at 07:21AM",444
"October 16, 2019 at 08:48AM","October 16, 2019 at 08:59AM",651
"October 16, 2019 at 10:27AM","October 16, 2019 at 10:35AM",488
"October 16, 2019 at 03:22PM","October 16, 2019 at 03:31PM",509
"October 16, 2019 at 04:58PM","October 16, 2019 at 05:09PM",645
"October 16, 2019 at 06:37PM","October 16, 2019 at 06:43PM",369
"October 17, 2019 at 08:00AM","October 17, 2019 at 08:10AM",645
"October 17, 2019 at 09:37AM","October 17, 2019 at 09:47AM",557
"October 17, 2019 at 11:19AM","October 17, 2019 at 11:21AM",151
"October 17, 2019 at 02:34PM","October 17, 2019 at 02:41PM",428
"October 17, 2019 at 04:10PM","October 17, 2019 at 04:20PM",638
"October 17, 2019 at 05:47PM","October 17, 2019 at 05:56PM",516
"October 18, 2019 at 07:11AM","October 18, 2019 at 07:22AM",612
"October 18, 2019 at 08:48AM","October 18, 2019 at 08:58AM",608
"October 18, 2019 at 10:28AM","October 18, 2019 at 10:34AM",306
"October 18, 2019 at 01:46PM","October 18, 2019 at 01:51PM",324
"October 18, 2019 at 03:21PM","October 18, 2019 at 03:31PM",610
"October 18, 2019 at 04:58PM","October 18, 2019 at 05:08PM",594
"October 19, 2019 at 06:24AM","October 19, 2019 at 06:33AM",544
"October 19, 2019 at 07:59AM","October 19, 2019 at 08:10AM",640
"October 19, 2019 at 09:39AM","October 19, 2019 at 09:46AM",416
"October 19, 2019 at 12:58PM","October 19, 2019 at 01:01PM",183
"October 19, 2019 at 02:33PM","October 19, 2019 at 02:42PM",563
"October 19, 2019 at 04:09PM","October 19, 2019 at 04:20PM",634
"October 20, 2019 at 07:11AM","October 20, 2019 at 07:21AM",653
"October 20, 2019 at 08:49AM","October 20, 2019 at 08:57AM",501
"October 20, 2019 at 01:45PM","October 20, 2019 at 01:53PM",498
"October 20, 2019 at 03:21PM","October 20, 2019 at 03:31PM",646
"October 20, 2019 at 04:59PM","October 20, 2019 at 05:05PM",401
"October 21, 2019 at 06:22AM","October 21, 2019 at 06:33AM",642
"October 21, 2019 at 08:00AM","October 21, 2019 at 08:09AM",568
"October 21, 2019 at 09:41AM","October 21, 2019 at 09:44AM",186
"October 21, 2019 at 12:56PM","October 21, 2019 at 01:03PM",414
"October 21, 2019 at 02:32PM","October 21, 2019 at 02:43PM",635
"October 21, 2019 at 04:09PM","October 21, 2019 at 04:18PM",533
"October 22, 2019 at 05:34AM","October 22, 2019 at 05:44AM",605
"October 22, 2019 at 07:10AM","October 22, 2019 at 07:21AM",616
"October 22, 2019 at 08:51AM","October 22, 2019 at 08:56AM",328
"October 22, 2019 at 12:08PM","October 22, 2019 at 12:13PM",306
"October 22, 2019 at 01:44PM","October 22, 2019 at 01:54PM",605
"October 22, 2019 at 03:20PM","October 22, 2019 at 03:30PM",603
"October 23, 2019 at 04:46AM","October 23, 2019 at 04:55AM",529
"October 23, 2019 at 06:22AM","October 23, 2019 at 06:32AM",645
"October 23, 2019 at 08:01AM","October 23, 2019 at 08:08AM",432
"October 23, 2019 at 11:21AM","October 23, 2019 at 11:23AM",155
"October 23, 2019 at 12:55PM","October 23, 2019 at 01:05PM",555
"October 23, 2019 at 02:31PM","October 23, 2019 at 02:42PM",638
"October 23, 2019 at 04:12PM","October 23, 2019 at 04:14PM",144
"October 24, 2019 at 05:33AM","October 24, 2019 at 05:44AM",653
"October 24, 2019 at 07:11AM","October 24, 2019 at 07:20AM",515
"October 24, 2019 at 12:07PM","October 24, 2019 at 12:15PM",487
"October 24, 2019 at 01:43PM","October 24, 2019 at 01:54PM",646
"October 24, 2019 at 03:21PM","October 24, 2019 at 03:28PM",429
"October 25, 2019 at 04:44AM","October 25, 2019 at 04:55AM",639
"October 25, 2019 at 06:22AM","October 25, 2019 at 06:31AM",578
"October 25, 2019 at 08:03AM","October 25, 2019 at 08:06AM",216
"October 25, 2019 at 11:19AM","October 25, 2019 at 11:25AM",399
"October 25, 2019 at 12:54PM","October 25, 2019 at 01:05PM",632
"October 25, 2019 at 02:32PM","October 25, 2019 at 02:41PM",548
"October 26, 2019 at 03:56AM","October 26, 2019 at 04:06AM",596
"October 26, 2019 at 05:33AM","October 26, 2019 at 05:43AM",622
"October 26, 2019 at 07:13AM","October 26, 2019 at 07:18AM",348
"October 26, 2019 at 10:31AM","October 26, 2019 at 10:36AM",288
"October 26, 2019 at 12:06PM","October 26, 2019 at 12:16PM",599
"October 26, 2019 at 01:43PM","October 26, 2019 at 01:53PM",612
"October 27, 2019 at 03:09AM","October 27, 2019 at 03:17AM",513
"October 27, 2019 at 04:44AM","October 27, 2019 at 04:55AM",648
"October 27, 2019 at 06:23AM","October 27, 2019 at 06:30AM",448
"October 27, 2019 at 09:43AM","October 27, 2019 at 09:45AM",122
"October 27, 2019 at 11:18AM","October 27, 2019 at 11:27AM",546
"October 27, 2019 at 12:54PM","October 27, 2019 at 01:04PM",642
"October 27, 2019 at 02:33PM","October 27, 2019 at 02:37PM",228
"October 28, 2019 at 03:55AM","October 28, 2019 at 04:06AM",653
"October 28, 2019 at 05:33AM","October 28, 2019 at 05:42AM",527
"October 28, 2019 at 10:29AM","October 28, 2019 at 10:37AM",475
"October 28, 2019 at 12:05PM","October 28, 2019 at 12:16PM",646
"October 28, 2019 at 01:43PM","October 28, 2019 at 01:51PM",455
"October 29, 2019 at 03:07AM","October 29, 2019 at 03:17AM",634
"October 29, 2019 at 04:44AM","October 29, 2019 at 04:54AM",587
"October 29, 2019 at 06:25AM","October 29, 2019 at 06:29AM",244
"October 29, 2019 at 09:41AM","October 29, 2019 at 09:48AM",384
"October 29, 2019 at 11:17AM","October 29, 2019 at 11:27AM",629
"October 29, 2019 at 12:54PM","October 29, 2019 at 01:03PM",562
"October 30, 2019 at 02:19AM","October 30, 2019 at 02:29AM",585
"October 30, 2019 at 03:55AM","October 30, 2019 at 04:06AM",628
"October 30, 2019 at 05:35AM","October 30, 2019 at 05:41AM",366
"October 30, 2019 at 08:53AM","October 30, 2019 at 08:58AM",269
"October 30, 2019 at 10:29AM","October 30, 2019 at 10:38AM",593
"October 30, 2019 at 12:05PM","October 30, 2019 at 12:15PM",620
"October 31, 2019 at 03:06AM","October 31, 2019 at 03:17AM",650
"October 31, 2019 at 04:45AM","October 31, 2019 at 04:53AM",462
"October 31, 2019 at 08:06AM","October 31, 2019 at 08:07AM",81
"October 31, 2019 at 09:40AM","October 31, 2019 at 09:49AM",537
"October 31, 2019 at 11:16AM","October 31, 2019 at 11:27AM",645
"October 31, 2019 at 12:55PM","October 31, 2019 at 01:00PM",284
"November 01, 2019 at 12:44AM","November 01, 2019 at 12:50AM",315
"November 01, 2019 at 02:18AM","November 01, 2019 at 02:29AM",651
"November 01, 2019 at 03:56AM","November 01, 2019 at 04:05AM",538
"November 01, 2019 at 05:38AM","November 01, 2019 at 05:39AM",70
"November 01, 2019 at 08:52AM","November 01, 2019 at 09:00AM",463
"November 01, 2019 at 10:28AM","November 01, 2019 at 10:39AM",646
"November 01, 2019 at 12:05PM","November 01, 2019 at 12:13PM",478
"November 02, 2019 at 01:29AM","November 02, 2019 at 01:40AM",628
"November 02, 2019 at 03:06AM","November 02, 2019 at 03:16AM",595
"November 02, 2019 at 04:47AM","November 02, 2019 at 04:52AM",267
"November 02, 2019 at 08:04AM","November 02, 2019 at 08:10AM",370
"November 02, 2019 at 09:39AM","November 02, 2019 at 09:50AM",625
"November 02, 2019 at 11:16AM","November 02, 2019 at 11:26AM",575
"November 03, 2019 at 12:41AM","November 03, 2019 at 12:51AM",574
"November 03, 2019 at 02:17AM","November 03, 2019 at 02:28AM",633
"November 03, 2019 at 03:57AM","November 03, 2019 at 04:04AM",385
"November 03, 2019 at 07:16AM","November 03, 2019 at 07:20AM",248
"November 03, 2019 at 08:51AM","November 03, 2019 at 09:01AM",586
"November 03, 2019 at 10:27AM","November 03, 2019 at 10:38AM",627
"November 03, 2019 at 11:54PM","November 04, 2019 at 12:02AM",472
"November 04, 2019 at 01:29AM","November 04, 2019 at 01:40AM",652
"November 04, 2019 at 03:07AM","November 04, 2019 at 03:15AM",477
"November 04, 2019 at 08:03AM","November 04, 2019 at 08:11AM",528
"November 04, 2019 at 09:39AM","November 04, 2019 at 09:49AM",648
"November 04, 2019 at 11:17AM","November 04, 2019 at 11:23AM",331
"November 05, 2019 at 12:40AM","November 05, 2019 at 12:51AM",649
"November 05, 2019 at 02:18AM","November 05, 2019 at 02:27AM",549
"November 05, 2019 at 04:00AM","November 05, 2019 at 04:02AM",124
"November 05, 2019 at 07:14AM","November 05, 2019 at 07:22AM",451
"November 05, 2019 at 08:50AM","November 05, 2019 at 09:01AM",645
"November 05, 2019 at 10:28AM","November 05, 2019 at 10:36AM",499
"November 05, 2019 at 11:52PM","November 06, 2019 at 12:02AM",622
"November 06, 2019 at 01:29AM","November 06, 2019 at 01:39AM",603
"November 06, 2019 at 03:09AM","November 06, 2019 at 03:14AM",289
"November 06, 2019 at 06:26AM","November 06, 2019 at 06:32AM",353
"November 06, 2019 at 08:02AM","November 06, 2019 at 08:12AM",621
"November 06, 2019 at 09:38AM","November 06, 2019 at 09:48AM",587
"November 06, 2019 at 11:04PM","November 06, 2019 at 11:13PM",561
"November 07, 2019 at 12:40AM","November 07, 2019 at 12:50AM",638
"November 07, 2019 at 02:19AM","November 07, 2019 at 02:26AM",402
"November 07, 2019 at 05:38AM","November 07, 2019 at 05:42AM",226
"November 07, 2019 at 07:13AM","November 07, 2019 at 07:23AM",578
"November 07, 2019 at 08:50AM","November 07, 2019 at 09:00AM",633
"November 07, 2019 at 10:16PM","November 07, 2019 at 10:24PM",447
"November 07, 2019 at 11:51PM","November 08, 2019 at 12:02AM",653
"November 08, 2019 at 01:29AM","November 08, 2019 at 01:38AM",490
"November 08, 2019 at 06:25AM","November 08, 2019 at 06:33AM",517
"November 08, 2019 at 08:01AM","November 08, 2019 at 08:12AM",650
"November 08, 2019 at 09:39AM","November 08, 2019 at 09:46AM",372
"November 08, 2019 at 11:02PM","November 08, 2019 at 11:13PM",646
"November 09, 2019 at 12:40AM","November 09, 2019 at 12:49AM",559
"November 09, 2019 at 02:21AM","November 09, 2019 at 02:24AM",161
"November 09, 2019 at 05:37AM","November 09, 2019 at 05:44AM",437
"November 09, 2019 at 07:12AM","November 09, 2019 at 07:23AM",643
"November 09, 2019 at 08:50AM","November 09, 2019 at 08:58AM",520
"November 09, 2019 at 10:15PM","November 09, 2019 at 10:25PM",614
"November 09, 2019 at 11:51PM","November 10, 2019 at 12:01AM",609
"November 10, 2019 at 01:32AM","November 10, 2019 at 01:37AM",310
"November 10, 2019 at 04:49AM","November 10, 2019 at 04:55AM",341
